Chromosome	Physical_Position_Build36(hg18)	Genetic_Map(cM)
chr10	11463440	26.77154523
chr10	11464387	26.77608297
chr10	11464453	26.77609398
chr10	11465915	26.77732563
chr10	11469997	26.77892763
chr10	11470120	26.77893792
chr10	11471360	26.77913837
chr10	11471699	26.77922128
chr10	11472653	26.77942472
chr10	11474002	26.77986344
chr10	11475212	26.78144121
chr10	11476208	26.78173048
chr10	11477457	26.78202334
chr10	11478211	26.78218064
chr10	11478839	26.78296927
chr10	11479529	26.78415292
chr10	11479842	26.78466849
chr10	11483756	26.78676672
chr10	11484628	26.7871838
chr10	11484876	26.78730569
chr10	11485432	26.78757175
chr10	11491282	26.79273844
chr10	11492152	26.79339475
chr10	11492266	26.79340388
chr10	11494069	26.79372241
chr10	11494638	26.79381919
chr10	11495583	26.79390672
chr10	11496932	26.79416468
chr10	11498779	26.79441114
chr10	11501388	26.79543742
chr10	11504069	26.79660614
chr10	11505909	26.79745885
chr10	11508364	26.80141963
chr10	11508447	26.80143229
chr10	11511605	26.88078058
chr10	11513055	26.90249372
chr10	11513264	26.90370814
chr10	11517590	26.91869566
chr10	11519776	26.92216203
chr10	11523109	26.92680509
chr10	11527304	26.93258389
chr10	11531083	26.93722164
chr10	11532874	26.9428543
chr10	11533719	26.94718853
chr10	11534672	26.94780056
chr10	11535117	26.94801097
chr10	11536185	26.94851024
chr10	11536623	26.94869461
chr10	11539737	26.94991579
chr10	11540053	26.94999203
chr10	11543095	26.95062991
chr10	11544758	26.95097434
chr10	11545181	26.95106551
chr10	11552654	26.95258499
chr10	11555881	26.95308224
chr10	11559598	26.95347996
chr10	11561121	26.95365161
chr10	11564032	26.95389927
chr10	11570878	26.95446946
chr10	11572664	26.95459753
chr10	11578137	26.95500381
chr10	11582831	26.95535543
chr10	11583667	26.95541291
chr10	11586382	26.95558383
chr10	11589590	26.95577687
chr10	11594031	26.95604178
chr10	11594046	26.9560426
chr10	11596480	26.95618534
chr10	11599436	26.95636699
chr10	11600332	26.95641766
chr10	11601945	26.95652471
chr10	11604427	26.95668947
chr10	11611374	26.95715005
chr10	11612308	26.95720889
chr10	11612447	26.95721518
chr10	11614430	26.95734254
chr10	11618180	26.95768657
chr10	11619552	26.95783458
chr10	11619842	26.95786774
chr10	11620360	26.95792544
chr10	11622350	26.95814299
chr10	11622956	26.95821301
chr10	11626148	26.95857617
chr10	11635381	26.95920553
chr10	11639047	26.95945374
chr10	11646301	26.95990935
chr10	11647986	26.96000807
chr10	11652949	26.96032193
chr10	11663692	26.96097165
chr10	11666585	26.96116859
chr10	11669409	26.96136888
chr10	11682448	26.96289518
chr10	11686988	26.9634277
chr10	11691563	26.96396928
chr10	11696606	26.96499488
chr10	11696622	26.96499696
chr10	11698600	26.96543143
chr10	11703617	26.96658833
chr10	11705337	26.96707918
chr10	11713549	26.97042408
chr10	11720549	26.9731528
chr10	11721807	26.97357499
chr10	11721945	26.97357794
chr10	11722361	26.97370371
chr10	11722402	26.97370371
chr10	11722879	26.97379857
chr10	11722906	26.97380351
chr10	11724048	26.97400457
chr10	11728239	26.97466323
chr10	11728482	26.9747003
chr10	11728674	26.97473231
chr10	11729312	26.97485338
chr10	11733172	26.97604096
chr10	11734602	26.97648315
chr10	11735083	26.9766439
chr10	11737409	26.98574786
chr10	11742127	27.00044202
chr10	11742195	27.00063997
chr10	11743142	27.00374741
chr10	11743433	27.00489586
chr10	11746899	27.03149126
chr10	11752971	27.03814704
chr10	11753304	27.03856591
chr10	11757403	27.04349252
chr10	11759661	27.0441245
chr10	11760314	27.04430957
chr10	11761498	27.04471293
chr10	11763129	27.04627715
chr10	11763263	27.04628297
chr10	11763622	27.04839863
chr10	11766645	27.07716539
chr10	11767791	27.08993737
chr10	11769006	27.09279478
chr10	11769108	27.09310401
chr10	11770202	27.0942963
chr10	11770916	27.09652133
chr10	11775565	27.11385756
chr10	11776962	27.11753292
chr10	11778438	27.1241716
chr10	11780090	27.14332382
chr10	11780419	27.14510341
chr10	11781089	27.14882665
chr10	11782679	27.15629019
chr10	11783817	27.15971552
chr10	11784035	27.16305457
chr10	11790061	27.17458501
chr10	11790526	27.1776134
chr10	11791382	27.18305169
chr10	11794883	27.20311007
chr10	11797186	27.22968326
chr10	11798568	27.23130746
chr10	11801816	27.2338489
chr10	11801904	27.2338756
chr10	11803479	27.23555593
chr10	11804104	27.23639871
chr10	11805520	27.24187088
chr10	11807343	27.24891123
chr10	11807922	27.25033427
chr10	11808607	27.25227019
chr10	11810003	27.25434351
chr10	11810069	27.25438418
chr10	11811548	27.25773904
chr10	11812860	27.2587226
chr10	11819914	27.26558386
chr10	11820843	27.2658296
chr10	11822759	27.26613822
chr10	11823879	27.26639067
chr10	11824094	27.26644343
chr10	11829388	27.26758004
chr10	11829643	27.26761727
chr10	11832532	27.26794897
chr10	11832657	27.26795688
chr10	11835581	27.26825572
chr10	11835607	27.26825795
chr10	11837681	27.26844482
chr10	11838090	27.2684859
chr10	11838425	27.26852355
chr10	11839135	27.26860021
chr10	11839837	27.26867291
chr10	11840235	27.26871416
chr10	11841961	27.2688591
chr10	11842636	27.26891823
chr10	11843191	27.26896708
chr10	11848288	27.269706
chr10	11850455	27.270021
chr10	11854452	27.27060532
chr10	11855461	27.27076386
chr10	11855809	27.27117972
chr10	11857051	27.27253862
chr10	11857841	27.27277365
chr10	11862955	27.27361409
chr10	11864856	27.27417668
chr10	11865702	27.27488009
chr10	11868692	27.27678826
chr10	11869180	27.27743433
chr10	11870191	27.27883173
chr10	11870504	27.27937927
chr10	11871117	27.27999084
chr10	11873691	27.29775148
chr10	11874357	27.30075142
chr10	11877362	27.3101384
chr10	11877830	27.31066406
chr10	11878406	27.31127953
chr10	11878675	27.31187347
chr10	11880999	27.31843832
chr10	11882138	27.32069246
chr10	11883057	27.33336261
chr10	11886027	27.35268327
chr10	11888195	27.36592265
chr10	11888798	27.36629449
chr10	11888865	27.36631843
chr10	11888993	27.36636573
chr10	11890138	27.36731615
chr10	11895605	27.37397433
chr10	11896151	27.37689282
chr10	11901764	27.55558449
chr10	11903331	27.6037553
chr10	11904280	27.61023029
chr10	11909252	27.64179052
chr10	11909527	27.6428636
chr10	11910976	27.64447941
chr10	11913511	27.64594053
chr10	11913534	27.6459625
chr10	11914196	27.64651072
chr10	11914760	27.65223076
chr10	11915722	27.66698318
chr10	11917443	27.6810867
chr10	11919932	27.68345535
chr10	11921260	27.6838576
chr10	11922560	27.6842085
chr10	11924252	27.68476978
chr10	11925967	27.68505792
chr10	11926521	27.68516521
chr10	11932168	27.68623269
chr10	11932436	27.68627722
chr10	11933826	27.6864884
chr10	11933977	27.6864957
chr10	11934228	27.68652534
chr10	11935931	27.6867284
chr10	11937071	27.68682298
chr10	11944994	27.68743207
chr10	11945886	27.68750875
chr10	11947866	27.68768023
chr10	11949902	27.68786578
chr10	11953354	27.68843393
chr10	11954168	27.68856527
chr10	11959878	27.68966828
chr10	11963095	27.69011328
chr10	11964650	27.69035868
chr10	11966412	27.69063699
chr10	11967883	27.69178609
chr10	11969833	27.69382147
chr10	11971352	27.69510849
chr10	11972240	27.69582531
chr10	11972332	27.69583314
chr10	11973295	27.69630438
chr10	11974640	27.69706332
chr10	11977543	27.69885562
chr10	11979487	27.70118513
chr10	11980546	27.70193779
chr10	11983773	27.70416201
chr10	11983891	27.70416603
chr10	11984219	27.7043197
chr10	11989260	27.70843269
chr10	11990940	27.71055773
chr10	11991902	27.71327401
chr10	11993997	27.72605887
chr10	11997733	27.75974335
chr10	12000608	27.78626584
chr10	12002272	27.78729561
chr10	12004019	27.78816369
chr10	12006022	27.7890652
chr10	12011161	27.78975827
chr10	12011459	27.78979544
chr10	12015668	27.79034873
chr10	12017306	27.79054194
chr10	12018505	27.79064337
chr10	12019008	27.79067337
chr10	12019135	27.79067758
chr10	12022883	27.79090716
chr10	12024430	27.79100884
chr10	12024487	27.79101258
chr10	12027561	27.79121361
chr10	12031469	27.79147514
chr10	12033447	27.79160394
chr10	12043599	27.79234343
chr10	12046364	27.7925188
chr10	12051163	27.79279887
chr10	12051830	27.79283964
chr10	12058507	27.79325209
chr10	12060202	27.7933486
chr10	12060274	27.79335049
chr10	12060987	27.79338401
chr10	12061318	27.79339927
chr10	12068234	27.79378294
chr10	12073086	27.79407975
chr10	12079184	27.79445285
chr10	12082416	27.79469669
chr10	12083098	27.79474796
chr10	12086552	27.79499321
chr10	12088176	27.7951061
chr10	12091580	27.7953467
chr10	12100123	27.79591044
chr10	12101582	27.79601888
chr10	12102820	27.79611711
chr10	12102965	27.79612401
chr10	12103825	27.79623254
chr10	12106033	27.79659269
chr10	12109568	27.79717372
chr10	12111403	27.79770317
chr10	12113475	27.79831169
chr10	12124196	27.80903274
chr10	12127312	27.82427023
chr10	12134872	27.84265499
chr10	12137933	27.85071353
chr10	12139029	27.85311989
chr10	12140741	27.85707368
chr10	12144778	27.85987423
chr10	12148015	27.86091749
chr10	12150524	27.86971493
chr10	12162361	27.8979044
chr10	12164598	27.89825823
chr10	12165848	27.89846937
chr10	12167382	27.89872379
chr10	12169626	27.89902298
chr10	12170176	27.89909463
chr10	12171087	27.89921902
chr10	12175894	27.90346136
chr10	12180264	27.90433357
chr10	12180504	27.9044009
chr10	12186522	27.90590812
chr10	12186864	27.90598499
chr10	12187253	27.90605083
chr10	12188265	27.90621607
chr10	12188292	27.90621783
chr10	12189945	27.90657522
chr10	12194839	27.90779045
chr10	12195918	27.90855323
chr10	12199478	27.90998869
chr10	12199653	27.91000316
chr10	12200874	27.91170532
chr10	12205253	27.91824707
chr10	12210180	27.92116849
chr10	12217003	27.92420118
chr10	12217424	27.92429841
chr10	12217710	27.9243196
chr10	12217820	27.92432446
chr10	12219276	27.92442218
chr10	12226455	27.92489997
chr10	12227262	27.92494479
chr10	12229718	27.92506329
chr10	12231939	27.92518415
chr10	12235868	27.9253892
chr10	12236696	27.92543143
chr10	12238025	27.92549829
chr10	12238890	27.92554151
chr10	12240412	27.925625
chr10	12240911	27.9256504
chr10	12241857	27.92569486
chr10	12242414	27.92571975
chr10	12246199	27.92590002
chr10	12246679	27.92592255
chr10	12247514	27.92596324
chr10	12248313	27.92600226
chr10	12250663	27.92618868
chr10	12251596	27.9262595
chr10	12251976	27.92628947
chr10	12255186	27.92653579
chr10	12262322	27.92754085
chr10	12263696	27.92778806
chr10	12267586	27.92849573
chr10	12267901	27.92858761
chr10	12268304	27.92879328
chr10	12270928	27.93009987
chr10	12273828	27.95732165
chr10	12275717	27.97233136
chr10	12276510	27.97333747
chr10	12276779	27.97356155
chr10	12278616	27.97517189
chr10	12279124	27.97562326
chr10	12281304	27.97882909
chr10	12283827	27.98276623
chr10	12284085	27.98309488
chr10	12284618	27.98331789
chr10	12285526	27.98358909
chr10	12285607	27.98360466
chr10	12289803	27.9849196
chr10	12291901	27.98543858
chr10	12292223	27.98551422
chr10	12293603	27.9857509
chr10	12293806	27.9857747
chr10	12295234	27.98590585
chr10	12296722	27.98605232
chr10	12297086	27.98608463
chr10	12298062	27.98617003
chr10	12300545	27.98635242
chr10	12307660	27.98688063
chr10	12309406	27.98705944
chr10	12315542	27.98762129
chr10	12316578	27.98768497
chr10	12317998	27.98777249
chr10	12320302	27.98846068
chr10	12323481	27.98879674
chr10	12323938	27.98884698
chr10	12326257	27.9890838
chr10	12328372	27.9893466
chr10	12328786	27.98940118
chr10	12332460	27.98996587
chr10	12335345	27.99077182
chr10	12336456	27.99132774
chr10	12338200	27.99221648
chr10	12339038	27.99837486
chr10	12340796	28.01174059
chr10	12342363	28.01442388
chr10	12344577	28.01532429
chr10	12347900	28.01682445
chr10	12347969	28.01683066
chr10	12350743	28.0179669
chr10	12352114	28.01835771
chr10	12355003	28.01922088
chr10	12358290	28.02130942
chr10	12363470	28.0293684
chr10	12369408	28.03928079
chr10	12370603	28.04174952
chr10	12376945	28.0556231
chr10	12378126	28.05813788
chr10	12383635	28.09166437
chr10	12384829	28.10104641
chr10	12385446	28.20662523
chr10	12387647	28.21223688
chr10	12389096	28.21505689
chr10	12390693	28.21751673
chr10	12404212	28.265735
chr10	12404547	28.26713002
chr10	12405053	28.26868705
chr10	12405881	28.27129915
chr10	12406621	28.27246202
chr10	12409690	28.27668042
chr10	12409867	28.27671579
chr10	12416983	28.29261267
chr10	12417027	28.29265479
chr10	12421005	28.29753699
chr10	12425350	28.31248919
chr10	12426357	28.3371084
chr10	12429186	28.37049656
chr10	12430122	28.37100475
chr10	12432365	28.37197862
chr10	12433494	28.3738245
chr10	12436016	28.37744444
chr10	12442472	28.38366276
chr10	12442707	28.38389231
chr10	12443034	28.38846266
chr10	12446905	28.41895165
chr10	12452249	28.45179095
chr10	12455059	28.45464131
chr10	12455154	28.45468876
chr10	12459481	28.45904476
chr10	12463113	28.46499431
chr10	12471373	28.47106544
chr10	12474748	28.47354314
chr10	12475385	28.47522901
chr10	12476586	28.47748883
chr10	12478789	28.511191
chr10	12480215	28.52963021
chr10	12485545	28.54369591
chr10	12486578	28.54505632
chr10	12488094	28.55875942
chr10	12488894	28.56253423
chr10	12490501	28.56306407
chr10	12490835	28.5632732
chr10	12492915	28.56653999
chr10	12493038	28.5665517
chr10	12498038	28.57502661
chr10	12498098	28.57504712
chr10	12501779	28.5775285
chr10	12504311	28.57855975
chr10	12504501	28.57865587
chr10	12504979	28.57886802
chr10	12505140	28.57887357
chr10	12505710	28.5807669
chr10	12507234	28.58710949
chr10	12508143	28.58771367
chr10	12511111	28.5885076
chr10	12515843	28.59088896
chr10	12518482	28.59210376
chr10	12519661	28.59255436
chr10	12520639	28.59277293
chr10	12520836	28.59330613
chr10	12522783	28.59996805
chr10	12524562	28.60188193
chr10	12527745	28.60333571
chr10	12528002	28.60340621
chr10	12528720	28.60355211
chr10	12530792	28.6040414
chr10	12530824	28.6040415
chr10	12531335	28.60459212
chr10	12531353	28.60459212
chr10	12532385	28.6797682
chr10	12532480	28.67978397
chr10	12532947	28.68308032
chr10	12533424	28.68401385
chr10	12535542	28.68868478
chr10	12536061	28.68912382
chr10	12537753	28.69055301
chr10	12537776	28.6905532
chr10	12539866	28.72016867
chr10	12540181	28.72064879
chr10	12541404	28.72285145
chr10	12546352	28.73378901
chr10	12548962	28.73520826
chr10	12549137	28.73521472
chr10	12551768	28.73806387
chr10	12551914	28.73822658
chr10	12551939	28.73823975
chr10	12552394	28.7390256
chr10	12554393	28.74344743
chr10	12555829	28.74651852
chr10	12557897	28.75071478
chr10	12559076	28.75218956
chr10	12560669	28.75438742
chr10	12562150	28.77357217
chr10	12562694	28.77616953
chr10	12563490	28.77730554
chr10	12564354	28.77940675
chr10	12564935	28.78035697
chr10	12566556	28.78154432
chr10	12567873	28.78226956
chr10	12568696	28.78276296
chr10	12569201	28.783103
chr10	12571280	28.78389845
chr10	12571625	28.78401395
chr10	12573294	28.78449208
chr10	12573642	28.78464565
chr10	12573760	28.78467972
chr10	12574099	28.7848405
chr10	12575062	28.7851345
chr10	12575154	28.78514318
chr10	12575203	28.78514775
chr10	12576348	28.78529061
chr10	12576496	28.78530438
chr10	12577095	28.78537836
chr10	12578296	28.78557534
chr10	12578497	28.78560884
chr10	12578608	28.78562807
chr10	12580806	28.7862514
chr10	12581678	28.78655171
chr10	12582535	28.78690803
chr10	12583135	28.78712964
chr10	12583150	28.78713027
chr10	12583735	28.78747438
chr10	12584244	28.78848111
chr10	12584858	28.79149042
chr10	12585792	28.81190679
chr10	12587390	28.81541559
chr10	12587831	28.81610044
chr10	12589618	28.81725161
chr10	12589967	28.81741512
chr10	12590976	28.81768234
chr10	12591337	28.81776471
chr10	12591845	28.81786107
chr10	12593004	28.81807387
chr10	12594197	28.81837526
chr10	12594304	28.81839205
chr10	12594552	28.81845957
chr10	12595447	28.81869691
chr10	12598707	28.81972515
chr10	12599244	28.81992011
chr10	12606329	28.82195062
chr10	12608172	28.82324951
chr10	12609106	28.82351501
chr10	12610518	28.82487789
chr10	12612041	28.82837841
chr10	12612619	28.82938089
chr10	12613112	28.829707
chr10	12616011	28.83201227
chr10	12616818	28.83310512
chr10	12617502	28.83609161
chr10	12617799	28.83790417
chr10	12617996	28.83804343
chr10	12619465	28.83915151
chr10	12620521	28.84064758
chr10	12620670	28.84074339
chr10	12621494	28.84175285
chr10	12621655	28.8418664
chr10	12622695	28.84323702
chr10	12622719	28.8432436
chr10	12622790	28.84325205
chr10	12623259	29.00559066
chr10	12624519	29.10466966
chr10	12628123	29.12974859
chr10	12629156	29.13434661
chr10	12629770	29.17775462
chr10	12629810	29.17775865
chr10	12630181	29.18428431
chr10	12631718	29.18962286
chr10	12631922	29.18996554
chr10	12634442	29.19612382
chr10	12634700	29.19699755
chr10	12635153	29.27165691
chr10	12635549	29.32175929
chr10	12635821	29.32384178
chr10	12637114	29.33595957
chr10	12637118	29.33596104
chr10	12638127	29.34178092
chr10	12638314	29.34200999
chr10	12638739	29.34218365
chr10	12639700	29.34258413
chr10	12640070	29.34268709
chr10	12640674	29.34286087
chr10	12641445	29.34307476
chr10	12641510	29.34308117
chr10	12643918	29.34347968
chr10	12644337	29.34356347
chr10	12646287	29.34442812
chr10	12648682	29.34493126
chr10	12651393	29.34595988
chr10	12652344	29.34628298
chr10	12656239	29.34744722
chr10	12656868	29.3476376
chr10	12662309	29.34927637
